face_match_confidence,liveness_score,tamper_risk_score,doc_auth_score,identity_consistency,fraud_pattern_risk,is_verified
90,45,12,83,78,33,1
84,98,12,85,95,48,1
52,90,42,45,52,27,0
43,39,20,52,57,12,0
40,79,54,75,62,68,0
88,32,39,61,85,66,0
79,99,14,57,72,60,1
71,80,72,51,78,59,0
73,48,51,91,79,23,1
67,71,73,98,57,62,0
70,64,52,93,48,60,0
47,75,51,69,72,22,0
78,55,29,92,71,29,1
65,98,32,90,93,59,0
97,93,56,79,56,17,1
73,66,51,46,58,55,0
93,78,8,71,66,52,1
93,50,53,87,45,6,0
42,93,0,58,74,68,0
98,34,43,45,95,51,0
89,99,74,59,76,3,1
51,33,79,66,73,33,0
40,68,8,92,59,68,1
93,64,31,82,64,32,1
83,30,14,76,43,68,1
44,53,11,87,49,37,0
69,86,77,46,49,25,0
69,99,56,98,63,0,0
98,70,7,44,60,3,1
96,83,71,50,50,38,0
56,75,26,54,66,53,0
87,89,61,42,55,32,0
86,89,11,97,65,32,1
62,86,64,44,69,19,0
54,60,41,62,88,15,0
76,53,61,92,55,20,0
60,65,10,76,46,44,1
53,59,42,48,55,61,0
41,53,16,54,74,30,0
50,59,31,42,97,41,0
90,36,39,68,55,11,0
78,64,22,45,79,64,1
77,84,55,56,51,2,0
99,43,5,65,74,8,1
73,39,49,60,88,50,0
77,45,36,47,60,15,0
89,83,63,60,89,2,1
73,99,53,96,82,23,1
57,73,71,50,75,12,0
69,74,48,77,87,1,1
54,85,10,47,56,20,0
66,86,48,81,71,18,1
90,50,20,63,80,46,0
73,97,65,74,45,21,0
91,79,62,94,63,32,1
96,62,27,53,66,31,1
77,36,16,94,59,63,1
72,99,5,53,64,38,1
63,44,18,49,41,41,0
54,61,55,51,48,8,0
99,49,27,77,67,24,1
69,44,65,83,92,1,0
94,77,37,94,77,18,1
81,50,36,85,42,19,0
90,71,67,73,59,69,0
56,55,48,80,45,16,0
44,43,42,49,78,67,0
68,86,35,97,72,2,1
43,66,57,56,94,50,0
49,87,12,56,40,25,0
95,50,51,42,76,55,0
56,98,57,70,45,63,0
49,32,31,90,84,7,0
56,66,59,40,73,36,0
99,78,57,51,86,26,0
59,48,55,78,54,44,0
63,41,27,43,84,3,0
44,90,0,81,65,36,1
73,70,41,52,96,32,0
45,62,47,73,53,30,0
92,79,39,81,97,54,1
41,97,62,60,93,11,0
52,62,75,61,46,10,0
82,53,71,96,85,31,0
82,90,79,43,97,56,0
87,90,3,57,70,37,1
50,57,37,44,63,59,0
90,87,26,58,98,18,1
86,72,8,41,70,55,1
96,70,15,51,68,13,1
62,68,55,56,81,32,0
94,78,75,49,71,9,1
55,46,30,73,56,63,0
70,99,13,45,53,63,0
50,99,24,47,79,61,0
93,94,33,90,75,67,1
55,34,66,50,97,42,0
47,31,23,96,87,58,0
43,51,72,51,63,51,0
79,86,25,48,84,18,1
43,95,19,41,93,20,1
95,45,63,47,66,21,0
64,80,9,97,64,8,1
42,68,66,50,98,8,0
71,69,23,99,71,26,1
42,67,4,92,91,16,1
66,89,66,75,57,43,0
68,88,57,49,85,44,0
71,39,26,60,57,7,0
89,93,79,59,76,17,1
97,92,14,87,65,32,1
90,78,34,47,48,0,0
58,93,75,75,99,5,0
60,61,52,68,74,40,0
44,36,43,81,47,54,0
57,50,25,51,59,4,0
67,49,46,53,93,58,0
81,55,33,87,81,17,1
61,97,49,93,61,48,0
60,44,11,89,58,64,0
45,43,3,60,69,53,0
40,56,47,61,92,60,0
44,69,54,60,67,7,0
80,87,0,83,74,2,1
51,57,65,89,82,24,0
65,55,29,69,50,68,0
85,92,2,78,70,54,1
73,95,20,59,88,39,1
88,54,48,63,87,49,0
53,32,61,62,78,32,0
65,73,37,46,75,17,0
84,71,14,48,69,56,1
66,35,51,40,62,15,0
48,68,78,65,58,37,0
65,81,45,77,51,40,0
96,52,24,77,54,6,1
86,79,20,93,70,52,1
96,72,4,83,82,62,1
61,48,69,61,76,31,0
86,98,46,83,76,37,1
95,80,67,49,54,21,0
69,40,17,94,68,15,0
82,41,20,97,89,51,1
87,37,22,45,82,28,0
56,53,63,56,65,15,0
65,70,66,90,83,16,1
75,65,39,89,41,63,1
40,84,9,77,59,12,1
47,38,51,63,54,55,0
88,76,71,90,91,4,1
74,44,74,49,43,11,0
91,77,60,95,61,40,1
54,71,63,47,89,2,0
86,89,4,60,77,32,1
95,99,52,95,62,49,1
61,41,54,45,98,55,0
53,31,36,60,65,8,0
65,36,55,96,90,49,0
67,32,58,78,50,28,0
62,32,68,63,67,38,0
53,56,72,72,95,44,0
63,69,58,98,41,16,0
41,62,1,57,98,55,0
84,30,64,95,47,45,0
65,37,59,67,68,66,0
53,61,50,96,50,68,0
98,77,29,91,76,13,1
95,33,10,71,57,66,0
90,99,75,51,94,22,1
46,48,38,87,89,60,0
42,61,76,81,53,22,0
86,38,71,66,93,26,0
62,41,62,49,49,53,0
85,40,63,85,74,9,1
82,75,60,96,48,15,1
86,45,53,91,74,40,0
99,30,72,81,50,54,0
84,92,57,71,83,60,0
57,50,55,81,51,48,0
97,59,33,65,42,51,0
77,42,30,64,92,1,0
74,63,51,50,78,49,0
90,33,75,62,53,42,0
54,57,0,73,95,7,0
64,88,54,96,67,58,0
94,56,21,91,50,64,1
76,98,39,79,78,11,1
67,54,0,62,64,3,0
49,32,64,68,60,40,0
78,97,62,70,49,6,0
96,54,53,46,82,68,0
56,49,41,79,54,68,0
78,63,20,72,58,29,1
61,55,78,60,87,5,0
65,34,21,41,61,18,0
83,90,37,57,60,65,0
64,38,79,86,99,9,0
56,79,7,72,91,15,1
52,35,61,76,83,36,0
59,89,46,73,71,31,0
64,73,16,59,89,46,0
43,40,16,74,62,42,0
49,95,12,90,52,35,1
42,76,16,89,44,25,1
80,32,37,93,43,9,0
84,59,77,57,67,30,0
57,50,44,85,53,28,0
86,57,5,63,47,4,0
75,91,34,47,48,0,0
86,62,13,69,96,2,1
61,64,71,83,90,66,0
73,81,60,92,74,34,1
86,63,14,49,76,14,1
47,70,53,62,60,66,0
79,80,26,91,97,29,1
88,76,12,88,57,42,1
83,87,30,50,72,59,0
58,86,34,41,47,39,0
81,52,59,97,90,64,0
80,77,5,65,88,28,1
76,51,68,75,56,18,0
45,46,57,72,82,2,0
91,98,48,86,70,35,1
65,40,22,52,73,42,0
73,44,33,79,45,14,0
98,64,25,64,61,40,1
95,62,46,43,53,35,0
98,45,4,81,42,32,1
84,63,19,58,51,4,1
45,95,5,57,75,13,1
76,69,69,76,51,67,1
96,57,58,69,84,46,0
72,76,63,58,41,53,0
92,68,17,97,41,3,1
61,99,3,62,54,8,0
60,49,16,98,62,52,0
45,30,13,93,68,59,0
45,92,77,55,56,45,0
94,96,12,40,71,53,1
87,33,6,51,46,36,0
43,87,43,63,69,22,0
69,54,14,73,67,26,0
50,76,18,92,53,69,1
69,67,62,96,83,65,0
70,44,34,47,69,60,0
63,92,34,57,56,50,0
94,50,18,96,71,49,1
48,86,19,87,85,18,1
94,82,34,44,45,0,0
42,75,31,65,90,39,0
90,43,47,69,63,31,0
70,46,43,93,45,21,0
79,68,23,52,66,65,1
76,38,60,58,57,39,0
75,35,16,68,63,37,0
63,52,70,42,76,47,0
70,88,49,65,95,54,0
45,75,64,79,63,54,0
41,67,31,98,77,50,0
59,43,35,97,73,59,0
67,91,12,97,79,7,1
50,64,69,51,86,67,0
43,48,57,41,54,8,0
54,59,13,50,50,1,0
45,54,36,83,61,69,0
93,69,78,67,93,58,0
88,43,67,57,63,18,0
69,55,39,52,40,27,0
95,51,58,76,57,13,0
77,77,79,61,83,23,1
90,80,15,51,51,43,1
96,32,61,41,96,55,0
41,71,3,76,82,50,1
54,48,44,46,67,31,0
50,57,27,65,79,49,0
47,74,65,65,99,40,0
65,92,30,63,46,65,0
90,48,2,51,62,24,0
84,76,7,55,60,60,1
83,43,23,62,73,65,0
44,67,14,79,50,41,1
45,82,42,99,61,64,0
65,90,30,48,81,35,0
93,65,72,71,74,8,1
43,69,44,54,91,35,0
58,59,65,76,68,37,0
59,38,7,52,81,32,0
72,93,70,44,67,41,0
59,62,56,50,98,60,0
88,81,79,49,57,45,0
51,43,29,91,53,60,0
86,82,73,52,57,17,0
40,88,17,80,67,69,1
65,70,68,92,63,14,0
53,97,38,85,47,47,0
77,97,59,89,81,12,1
76,37,42,54,93,42,0
50,31,44,81,84,59,0
75,70,22,95,92,56,1
52,84,68,46,47,16,0
82,45,5,79,43,49,1
42,91,55,67,66,31,0
72,77,3,71,75,21,1
45,59,22,74,44,54,0
89,41,5,54,72,56,0
95,64,31,87,88,12,1
49,40,17,75,73,46,0
44,93,14,60,69,61,0
62,79,39,45,47,53,0
49,50,72,40,78,28,0
83,98,73,43,86,21,1
41,77,5,50,65,64,0
52,49,62,83,96,28,0
79,96,66,65,76,47,0
41,73,10,76,73,4,1
59,62,42,62,46,34,0
40,90,16,68,79,45,0
76,38,3,60,67,34,0
48,97,62,87,78,44,0
56,64,67,84,78,12,1
48,94,40,84,67,9,0
50,37,4,88,53,65,0
54,74,31,66,92,69,0
63,76,69,78,89,24,1
77,69,34,79,77,43,1
94,83,21,52,43,59,1
74,75,64,62,81,46,0
69,76,21,98,57,39,1
70,44,10,55,83,6,0
88,48,76,69,87,45,0
44,55,2,43,64,22,0
99,81,8,79,46,45,1
83,51,59,55,77,12,0
89,50,75,70,67,20,0
53,80,13,92,44,0,1
92,67,17,81,42,18,1
95,49,72,64,83,59,0
50,58,22,83,70,32,0
48,80,73,51,86,3,0
73,33,46,65,81,2,0
51,84,68,76,97,51,0
74,57,46,87,59,27,0
74,33,29,72,58,69,0
40,51,24,67,87,69,0
79,74,27,48,99,54,1
61,96,24,51,50,56,0
99,95,73,44,79,15,1
68,63,77,93,42,23,0
47,84,57,91,62,68,0
50,30,40,93,46,40,0
80,67,24,67,62,46,1
76,35,77,95,46,68,0
53,54,47,74,85,30,0
99,46,9,44,73,29,0
69,90,74,73,81,17,0
74,41,10,85,58,43,1
60,35,20,73,97,26,0
76,56,44,52,48,25,0
44,37,6,78,87,59,0
58,94,63,81,90,17,1
98,86,63,84,57,55,1
53,69,1,87,80,30,1
65,43,75,97,87,58,0
43,64,41,53,84,1,0
64,77,53,50,81,38,0
84,85,74,81,64,60,1
81,78,15,77,91,62,1
64,42,17,43,53,17,0
57,90,58,92,83,16,1
79,78,15,72,64,38,1
47,75,5,46,58,53,0
78,91,56,95,78,34,1
79,37,46,80,94,10,1
53,72,47,47,54,60,0
71,49,41,76,55,43,0
90,68,75,90,66,67,1
77,78,59,49,79,24,1
72,93,76,82,49,47,1
62,91,3,96,43,31,1
54,83,1,54,90,3,1
72,38,58,77,58,37,0
64,66,26,54,67,62,0
56,78,26,44,60,46,0
72,70,78,68,98,0,1
86,46,71,58,86,2,0
94,50,6,93,53,61,1
41,80,62,90,72,63,0
53,88,45,49,87,16,0
92,68,62,51,49,61,0
79,84,11,93,58,34,1
79,70,12,43,69,12,1
90,68,42,70,61,34,0
78,42,16,57,42,42,0
90,93,62,55,76,1,1
45,40,35,79,80,55,0
45,48,7,75,57,50,0
42,40,68,64,50,53,0
46,75,79,62,87,15,0
90,74,35,51,41,17,0
47,30,27,73,51,6,0
81,69,46,75,93,44,0
91,48,75,76,45,35,0
54,90,29,42,82,40,0
86,41,22,48,98,41,0
68,90,15,92,79,6,1
72,62,13,57,83,14,1
91,74,73,82,68,59,1
69,98,70,74,98,39,0
78,37,51,96,69,36,0
66,54,36,94,41,65,0
75,75,28,73,48,54,1
68,59,66,80,86,55,0
77,76,14,53,41,43,1
96,78,46,43,68,56,0
72,76,45,68,72,5,1
76,47,51,80,49,31,0
66,95,18,84,73,17,1
94,97,76,89,83,67,1
72,62,20,54,94,6,1
43,65,63,67,47,7,0
61,48,36,81,76,63,0
41,57,26,55,93,6,0
49,69,54,51,99,40,0
44,44,28,91,72,39,0
98,70,19,44,86,2,1
49,68,24,73,45,16,0
72,31,69,81,83,65,0
93,92,62,40,79,51,0
77,58,35,78,84,21,1
52,95,1,71,58,3,0
70,80,21,65,71,5,1
86,39,15,56,66,37,0
75,43,17,87,40,25,1
84,80,68,98,82,10,1
63,68,53,66,91,16,0
91,57,29,63,72,30,0
95,32,44,74,79,34,0
54,99,18,85,71,15,1
68,56,33,81,44,17,0
47,31,12,93,56,61,0
44,67,42,78,47,26,0
68,32,61,65,96,34,0
86,45,21,88,81,44,1
43,69,51,77,73,34,0
51,31,51,62,48,27,0
84,70,35,61,95,8,1
41,41,72,43,62,14,0
66,64,18,88,74,20,1
70,94,37,98,89,51,0
90,84,69,48,46,34,0
90,74,78,43,54,50,0
75,91,56,46,92,54,0
75,78,19,62,93,43,1
65,54,8,41,59,64,0
82,52,31,88,89,24,1
66,53,3,63,64,46,0
44,67,49,79,42,55,0
59,57,4,94,99,37,0
50,50,19,70,94,10,0
49,83,74,86,85,66,0
79,47,36,70,63,14,0
77,65,21,86,73,0,1
45,74,57,79,85,6,1
47,82,67,87,61,0,0
62,59,43,90,50,48,0
86,89,33,82,87,28,1
65,61,76,73,47,25,0
85,96,41,94,78,44,1
82,96,8,63,82,11,1
51,57,6,88,74,31,0
65,73,67,99,88,19,1
52,70,18,65,85,50,0
79,92,30,55,77,35,0
57,52,34,96,47,66,0
64,77,56,86,93,0,1
72,61,60,52,76,26,0
86,86,30,54,66,39,0
79,62,52,66,67,13,0
99,53,31,43,79,68,0
82,68,65,55,73,5,1
51,63,58,69,71,32,0
83,85,9,83,54,54,1
75,57,1,69,83,18,1
87,66,65,75,56,28,0
43,36,59,42,72,60,0
44,97,16,61,86,69,0
95,66,15,88,85,23,1
76,85,15,61,91,22,1
47,94,45,89,93,9,1
81,94,38,96,55,53,1
88,76,30,89,68,40,1
67,49,0,94,48,48,0
70,48,10,99,72,16,1
97,58,3,88,99,55,1
48,89,70,51,88,44,0
93,47,25,94,68,29,1
90,64,49,60,52,43,0
68,72,11,95,60,54,1
53,40,74,43,97,18,0
79,78,64,70,60,28,0
80,67,46,83,44,1,1
61,93,52,70,49,35,0
50,98,70,97,45,18,0
62,37,1,62,95,6,0
40,63,23,93,90,25,1
85,77,3,92,96,37,1
76,85,18,59,52,2,1
60,94,25,54,40,65,0
65,60,74,62,59,42,0
85,33,39,67,96,61,0
75,79,49,55,86,23,1
93,98,42,76,85,38,1
62,59,74,60,47,67,0
96,88,66,54,49,43,0
40,96,11,56,48,4,0
93,74,66,89,88,54,1
94,33,26,76,80,29,1
90,55,53,52,42,28,0
79,56,65,58,50,25,0
54,75,48,69,51,25,0
60,93,15,84,49,36,1
86,80,1,57,64,52,1
48,79,59,53,88,29,0
92,35,53,75,88,2,0
48,88,29,75,64,42,0
49,44,37,59,50,6,0
91,59,27,91,93,48,1
96,71,24,58,75,40,1
92,66,9,84,78,53,1
65,71,59,83,92,68,0
80,64,41,46,65,26,0
74,35,39,96,53,7,0
91,97,76,83,78,31,1
64,47,41,92,95,63,0
65,58,46,43,79,9,0
50,88,36,98,40,12,0
77,76,79,73,95,62,0
41,46,21,41,93,34,0
46,51,56,44,43,60,0
57,97,26,94,69,53,1
66,98,40,49,51,7,0
73,66,79,71,95,28,0
66,78,33,81,74,40,0
56,42,31,80,52,29,0
82,63,65,52,91,20,1
98,82,11,78,70,10,1
83,80,39,44,77,1,1
98,32,72,97,82,49,0
90,71,75,49,62,40,0
93,61,72,49,43,65,0
63,80,9,77,91,2,1
64,75,47,66,55,50,0
46,50,19,99,46,67,0
91,73,38,90,61,24,1
45,40,59,60,68,29,0
92,97,65,47,50,10,0
63,30,64,40,95,16,0
72,92,50,67,72,25,0
88,53,35,88,97,22,1
68,42,23,78,68,55,0
82,40,26,53,98,51,0
61,80,1,60,78,47,0
65,46,30,69,51,19,0
67,53,56,60,46,1,0
89,48,77,88,98,30,0
60,66,65,48,94,26,0
88,37,28,56,78,1,1
46,57,14,44,81,3,0
56,34,11,97,87,12,1
59,46,27,96,65,34,0
80,65,23,70,79,65,1
88,48,20,91,48,5,1
59,93,9,79,80,30,1
93,40,77,77,73,9,1
61,83,17,82,84,20,1
67,74,13,58,52,22,0
79,76,33,75,94,2,1
88,41,57,89,94,31,0
46,50,75,72,75,19,0
40,40,21,52,64,28,0
71,34,69,53,63,51,0
52,85,35,95,83,45,0
69,49,44,72,56,33,0
62,70,35,68,41,60,0
90,75,21,82,52,69,1
98,41,77,88,70,10,0
95,99,79,75,68,62,0
58,46,60,97,89,20,0
71,48,55,83,67,2,0
69,55,32,49,99,9,0
68,77,44,70,66,26,0
88,81,35,45,54,11,0
84,99,19,96,70,6,1
68,84,17,40,79,16,1
69,62,37,46,54,64,0
55,91,66,97,72,63,0
79,52,22,66,59,25,0
58,44,15,60,81,14,0
57,56,58,67,51,32,0
40,93,68,55,76,61,0
53,80,67,95,48,46,0
90,82,20,85,62,34,1
86,80,77,62,47,64,0
89,76,77,91,71,24,1
41,33,69,59,87,56,0
93,36,11,77,53,31,1
67,64,15,93,66,62,1
88,77,13,64,64,11,1
89,74,60,67,52,62,0
69,48,70,44,94,0,0
77,92,45,95,60,50,1
90,67,31,60,84,69,0
43,96,14,57,70,7,0
40,88,43,86,76,67,0
47,98,16,45,87,4,1
68,42,40,96,97,38,0
94,76,53,68,82,22,1
78,90,43,58,93,67,0
42,60,4,72,44,51,0
71,51,26,40,52,3,0
49,72,77,84,67,46,0
49,96,78,42,82,20,0
58,83,42,81,64,55,0
85,39,30,60,90,65,0
73,71,16,74,74,58,1
99,93,53,80,86,6,1
72,50,61,79,78,48,0
62,95,31,42,46,15,0
94,70,39,64,77,16,1
67,53,12,84,71,33,0
71,64,34,77,42,32,1
89,85,4,84,84,25,1
46,59,72,94,78,65,0
68,86,28,59,76,62,0
47,76,69,91,94,40,0
40,64,24,83,89,57,1
96,48,21,84,61,9,1
94,37,65,73,47,14,0
42,55,44,60,56,41,0
63,59,68,95,91,56,0
62,36,71,94,66,16,0
98,96,0,87,72,59,1
47,94,43,62,85,8,0
93,65,74,45,56,35,0
96,54,38,90,81,35,0
86,66,53,92,51,47,1
76,30,74,52,87,50,0
42,44,28,88,85,69,0
90,66,53,62,66,67,0
72,42,15,48,87,21,1
67,37,19,56,47,5,0
86,34,45,41,62,25,0
47,89,66,58,99,2,0
73,30,64,58,81,51,0
74,65,57,95,88,59,1
71,64,52,46,98,62,0
63,95,0,93,68,64,1
53,92,65,81,89,51,0
71,52,28,81,59,13,1
95,38,69,98,55,67,0
85,63,7,59,56,27,1
82,75,28,48,55,9,1
55,33,50,56,58,56,0
43,59,32,66,95,65,0
91,32,2,86,95,49,1
76,43,59,41,47,13,0
93,89,34,75,77,15,1
60,74,68,58,77,53,0
53,63,75,56,92,42,0
70,74,19,44,68,41,0
94,90,72,78,80,21,1
87,45,38,57,75,67,0
57,95,3,92,65,18,1
46,69,18,93,70,65,1
49,46,44,98,83,38,0
46,63,42,46,99,18,0
72,45,12,56,51,15,0
62,89,12,78,94,53,1
60,95,59,75,56,24,0
58,95,56,79,54,17,0
87,42,51,84,48,22,0
58,85,52,43,78,10,0
75,60,42,77,81,38,0
68,63,71,64,87,67,0
99,68,71,44,51,24,0
57,96,41,69,71,62,0
41,37,25,51,64,29,0
40,84,22,43,78,44,0
86,56,42,63,57,60,0
44,82,76,68,54,50,0
59,68,27,48,71,8,1
50,94,8,43,45,1,0
81,46,19,90,97,4,1
41,59,55,63,83,61,0
42,82,38,53,82,68,0
62,42,50,44,91,51,0
94,50,11,57,74,4,1
51,48,78,81,73,58,0
59,82,54,96,77,67,0
44,48,77,58,95,8,0
76,86,10,51,93,21,1
77,54,25,57,96,26,0
69,60,41,56,44,9,0
48,84,26,69,57,60,0
73,52,10,63,55,50,0
92,61,37,50,47,9,0
83,91,42,74,64,5,0
74,39,18,62,71,61,0
91,83,63,56,65,4,0
97,81,5,40,91,69,1
61,49,45,54,61,62,0
83,61,41,71,70,55,0
63,43,64,99,82,58,0
56,79,71,48,49,62,0
49,57,58,54,95,58,0
69,82,51,67,96,50,0
95,53,46,63,51,49,0
98,51,6,99,92,3,1
85,59,10,74,67,47,0
62,92,60,61,45,31,0
71,33,67,66,98,50,0
56,88,24,58,59,51,0
89,37,11,84,44,33,1
90,41,25,51,62,35,0
56,60,11,59,48,69,0
53,63,42,40,97,42,0
48,78,50,60,98,15,0
79,86,36,88,68,58,1
41,55,45,84,55,52,0
84,47,52,40,93,18,0
64,67,79,49,85,40,0
78,79,12,86,61,46,1
48,37,53,98,47,53,0
93,70,56,98,98,54,1
61,35,3,71,59,18,0
82,98,74,78,90,61,1
85,73,48,99,53,58,1
43,93,6,61,78,64,0
65,58,10,57,76,67,0
97,57,53,87,89,27,0
68,40,44,85,73,17,0
84,94,22,71,50,25,1
73,48,27,66,93,18,1
62,38,56,67,79,54,0
76,56,25,57,72,56,0
50,63,24,98,70,5,1
45,73,53,78,98,0,1
57,97,28,88,93,7,1
60,44,35,68,83,50,0
81,80,13,57,73,24,1
75,42,77,83,89,46,0
80,78,34,47,46,54,0
77,99,29,93,97,63,1
73,85,16,70,88,9,1
56,80,66,73,93,55,0
76,66,79,46,62,11,0
64,46,29,75,85,32,0
77,87,44,57,95,16,1
97,58,78,99,46,60,0
51,62,50,77,93,9,1
62,89,46,98,64,30,0
92,84,52,48,42,59,0
81,39,63,98,98,69,0
61,76,37,48,77,16,0
60,52,63,85,59,49,0
66,50,6,47,73,36,0
96,42,21,90,88,61,1
70,62,40,74,83,28,0
45,53,73,57,83,31,0
66,40,9,44,69,10,0
79,46,56,53,56,5,0
73,97,6,67,98,34,1
51,76,49,69,49,32,0
84,54,51,43,74,17,0
96,50,32,78,59,36,0
92,41,0,59,57,12,0
46,66,52,64,84,63,0
49,71,59,67,83,0,0
84,46,33,51,66,62,0
56,77,3,41,98,33,0
65,57,16,82,98,9,1
60,70,3,53,88,6,1
67,76,42,61,75,55,0
97,47,3,70,62,36,0
85,42,0,62,71,28,0
41,42,70,87,49,11,0
99,60,49,59,50,16,0
93,31,72,77,77,47,0
82,45,60,94,45,25,0
40,38,34,43,98,11,0
90,67,7,54,80,20,1
92,83,23,63,86,41,1
75,85,35,64,73,60,0
90,74,49,40,75,57,0
65,63,42,46,76,53,0
68,38,26,96,56,33,0
60,37,31,70,79,6,0
50,36,77,51,79,34,0
79,65,17,81,93,14,1
50,47,27,44,51,64,0
75,32,28,83,60,24,1
88,57,15,89,79,58,1
98,99,46,81,58,5,1
78,73,58,77,42,51,1
79,50,30,99,57,20,0
74,57,3,51,92,31,0
93,83,36,78,90,52,1
73,83,16,57,58,58,1
94,94,38,41,86,68,0
86,50,47,49,45,61,0
63,42,45,54,55,3,0
93,86,47,69,47,17,0
61,78,38,83,87,55,0
44,83,3,97,57,23,1
95,39,29,56,91,65,0
72,82,29,43,87,12,1
97,73,21,46,82,61,1
75,76,74,80,78,53,1
86,82,65,70,88,14,1
59,75,11,90,88,68,1
58,42,35,99,51,2,0
74,66,17,98,84,36,1
91,53,52,94,49,36,0
82,31,70,78,46,2,0
56,43,0,94,85,62,0
98,39,57,73,94,34,0
84,64,5,45,40,51,1
82,54,69,89,88,27,0
73,32,43,77,75,17,1
48,46,71,84,60,35,0
65,41,23,97,76,32,0
41,83,18,90,91,63,1
92,53,17,73,63,25,0
48,58,29,83,94,47,0
48,72,41,54,64,39,0
79,54,32,53,46,16,0
56,89,73,45,81,39,0
40,94,11,89,56,6,1
64,57,26,76,68,56,0
82,45,38,89,69,7,0
79,76,8,71,46,55,1
81,87,20,42,72,30,1
64,56,75,42,46,58,0
78,82,28,61,97,57,1
74,71,32,61,63,11,0
42,88,61,49,50,47,0
89,76,14,90,48,30,1
76,63,1,42,51,62,1
83,66,51,51,74,38,0
83,35,43,68,43,19,0
90,36,53,87,75,47,0
69,54,17,56,67,53,0
77,62,2,46,96,28,1
73,84,6,52,52,47,1
51,87,42,95,62,55,0
58,36,37,41,58,16,0
76,86,36,43,81,8,1
83,41,57,49,76,33,0
98,45,32,78,78,44,0
98,72,58,63,63,8,0
88,36,10,56,55,6,0
56,80,67,91,72,15,1
49,61,67,45,51,18,0
96,37,21,58,73,5,1
94,74,65,44,46,10,0
88,88,43,71,50,60,0
86,33,5,49,70,41,0
51,96,41,48,68,12,0
55,58,24,66,52,11,0
63,58,56,52,70,19,0
58,57,54,58,41,49,0
47,73,15,60,78,35,0
70,33,13,63,54,68,0
60,38,38,77,96,36,0
56,34,27,43,50,11,0
62,85,50,63,73,39,0
76,79,48,98,78,53,1
93,44,8,74,43,1,0
55,61,57,42,50,49,0
45,57,44,43,68,40,0
47,51,21,96,41,44,0
64,46,31,76,55,8,0
57,88,68,79,78,61,0
64,86,68,87,52,46,0
51,55,41,93,76,4,0
54,54,52,74,56,0,0
98,39,58,70,60,43,0
65,74,73,95,83,21,1
80,40,38,83,99,37,0
84,82,14,64,58,18,1
65,97,70,79,46,30,0
86,57,28,52,77,66,0
71,94,2,43,47,41,1
49,78,9,85,52,25,1
55,76,28,53,76,12,1
46,81,78,52,41,57,0
56,83,34,66,80,17,0
62,89,5,45,50,66,0
65,86,11,56,63,2,0
60,76,37,75,45,54,0
61,60,76,79,65,57,0
97,75,18,88,46,62,1
46,55,66,74,96,51,0
53,34,7,56,78,23,0
54,81,7,80,58,8,1
92,83,46,41,45,36,0
46,62,3,96,82,52,1
48,79,50,52,68,23,0
90,67,66,91,82,20,1
87,56,44,41,78,39,0
47,44,7,91,41,61,0
89,90,15,67,58,69,1
98,50,76,82,43,68,0
62,75,66,98,97,13,1
68,98,8,65,45,41,0
57,35,59,61,88,49,0
70,67,77,86,96,60,0
69,91,76,82,76,3,1
91,91,70,94,67,16,1
78,75,14,42,69,56,1
74,42,70,74,46,47,0
57,32,40,99,48,43,0
98,35,21,97,64,44,1
81,37,23,51,72,32,0
78,73,43,63,40,30,0
56,62,0,44,90,46,0
53,79,9,59,45,5,0
70,40,79,78,57,33,0
63,57,71,78,49,52,0
74,99,55,52,67,13,0
83,70,49,80,50,15,1
99,45,11,96,72,42,1
84,97,59,92,40,11,1
73,77,25,84,52,69,1
42,85,77,51,76,18,0
76,93,40,52,59,40,0
82,88,35,95,40,52,1
79,91,22,49,91,28,1
65,40,42,72,42,69,0
94,47,5,96,57,58,1
62,48,68,79,80,63,0
83,84,42,93,53,23,1
78,55,24,55,70,15,0
54,35,17,84,66,51,0
95,33,61,74,56,5,0
88,58,12,42,94,36,0
43,88,42,95,85,3,1
68,46,77,44,68,37,0
61,72,27,65,75,40,0
64,95,17,50,76,13,1
52,63,58,46,65,50,0
57,37,59,92,92,64,0
72,42,62,95,56,51,0
55,37,56,49,61,29,0
84,94,50,81,64,56,1
81,72,55,91,41,29,1
83,68,26,73,94,41,1
41,88,31,42,61,10,0
94,73,8,47,44,26,1
74,38,67,70,43,23,0
81,66,45,50,75,38,0
73,65,66,84,45,17,1
69,57,25,46,91,44,0
98,71,7,84,60,11,1
94,72,5,41,52,48,1
52,71,79,45,93,30,0
52,95,23,80,76,21,1
57,84,47,71,94,43,0
71,77,44,59,64,63,0
71,51,12,96,65,24,1
74,56,68,73,94,50,0
98,96,24,89,78,6,1
78,42,19,55,59,5,0
85,74,65,64,72,23,1
91,39,73,51,53,18,0
68,38,44,46,95,8,0
88,83,46,78,75,35,1
68,56,62,56,56,39,0
92,63,75,84,60,23,1
83,30,76,50,85,47,0
96,61,54,45,55,62,0
55,96,74,62,85,68,0
95,49,18,66,55,52,0
83,64,34,85,95,53,1
86,46,52,45,59,41,0
96,47,25,77,68,44,1
49,74,13,41,67,13,0
69,82,44,61,47,28,0
64,97,43,59,63,5,0
78,94,64,64,42,6,0
59,30,50,54,64,36,0
44,87,42,99,58,52,0
40,55,22,88,72,17,1
69,49,55,68,41,37,0
88,39,18,47,54,58,0
42,88,75,76,61,0,0
